model_name,dataset_name,lr,batch_size,best-epoch,best-step,best-dev,jsick,jsts-val,jsts-train,avg,count
ku-nlp/roberta-base-japanese-char-wwm,janli,1e-05,64.0,13.2,1433.6,80.7652604265044,80.03754885783687,74.71880929499912,70.04858808559253,74.93498207947616,5
ku-nlp/roberta-base-japanese-char-wwm,janli,3e-05,64.0,5.8,665.6,80.57165970023621,79.79162949027776,75.07427507607444,70.17075607882387,75.01222021505869,5
ku-nlp/roberta-base-japanese-char-wwm,janli,5e-05,64.0,5.2,614.4,80.1590912631444,79.60259684364908,74.39281728869165,69.83904061668645,74.61148491634239,5
ku-nlp/roberta-base-japanese-char-wwm,janli,1e-05,128.0,10.8,588.8,81.03541803796278,80.31857591074368,75.20686584365225,70.17326250419524,75.23290141953039,5
ku-nlp/roberta-base-japanese-char-wwm,janli,3e-05,128.0,7.4,409.6,80.54819922338355,79.9477498621327,74.92504537843907,69.9979153168374,74.95690351913639,5
ku-nlp/roberta-base-japanese-char-wwm,janli,5e-05,128.0,6.4,358.4,80.32185839124705,79.7806116039163,74.4388270607199,69.38012123336398,74.53318663266673,5
ku-nlp/roberta-base-japanese-char-wwm,janli,1e-05,256.0,15.4,409.6,80.76683574076237,80.0355465082305,74.91827817569794,70.17148606602898,75.0417702499858,5
ku-nlp/roberta-base-japanese-char-wwm,janli,3e-05,256.0,8.6,243.2,80.29000023322897,79.70367926007444,74.65028329527242,69.84320421699866,74.73238892411517,5
ku-nlp/roberta-base-japanese-char-wwm,janli,5e-05,256.0,7.0,192.0,80.03226748062067,79.38020893864173,74.5702830822601,69.77177374049381,74.57408858713188,5
ku-nlp/roberta-base-japanese-char-wwm,janli,1e-05,512.0,17.2,230.4,80.68896997607443,80.17636531544579,75.11919128776344,70.19933654768758,75.16496438363227,5
ku-nlp/roberta-base-japanese-char-wwm,janli,3e-05,512.0,10.8,147.2,80.38498095920062,79.71550895356685,74.83230655430916,69.92665445056636,74.82482331948079,5
ku-nlp/roberta-base-japanese-char-wwm,janli,5e-05,512.0,7.4,102.4,79.99867036036284,79.41482546003057,74.65340904256858,69.59791609249694,74.55538353169871,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,1e-05,64.0,0.0,1280.0,82.03648624731962,80.00388336762397,78.23468844860803,74.40146211014554,77.54667797545918,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,3e-05,64.0,0.0,768.0,80.96702309864055,79.35426032086744,78.01220778902939,74.38437628861004,77.25028146616896,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,5e-05,64.0,0.0,716.8,81.40610873934926,79.52392814594018,77.46004927005568,73.54858005168126,76.84418582255904,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,1e-05,128.0,0.0,793.6,81.94281586135119,79.89893562901335,78.11782173079487,74.170775446942,77.39584426891673,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,3e-05,128.0,0.0,486.4,81.95382340286986,80.15459971594768,78.06025661353956,74.26038706458021,77.49174779802249,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,5e-05,128.0,0.0,358.4,81.78421882734406,79.92451929463667,78.06433077976575,73.95160011647947,77.31348339696062,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,1e-05,256.0,0.0,460.8,82.39914749884622,80.47113396996718,78.2590090063292,74.1491993382073,77.62644743816789,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,3e-05,256.0,0.0,320.0,82.45486765641331,80.71033098719029,78.65324634129009,74.63391552658602,77.99916428502213,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,5e-05,256.0,0.0,230.4,82.17033627496588,80.24823105110129,78.63821799699424,74.26464542613488,77.71703149141013,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,1e-05,512.0,0.8,332.8,82.55390724284318,80.717239088566,78.55958201416465,74.38479843537871,77.88720651270312,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,3e-05,512.0,0.0,185.6,82.45836944070938,80.54524490478357,78.37846688946374,74.27757348902146,77.7337617610896,5
ku-nlp/roberta-base-japanese-char-wwm,jsnli,5e-05,512.0,0.0,160.0,82.79670808107042,80.62212628623796,78.53747152501037,74.34841120749577,77.83600300624803,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,1e-05,64.0,0.6,2457.6,70.9156356439646,70.60772286236138,77.75961745656925,73.83498121280135,74.06744051057733,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,3e-05,64.0,0.4,1433.6,71.2511936826144,70.94074242904458,77.48111737419963,73.82439083945391,74.08208354756604,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,5e-05,64.0,0.4,1740.8,70.91735536724451,70.86699703472398,79.20764592992319,75.49306700787726,75.18923665750815,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,1e-05,128.0,0.0,256.0,72.54749753411375,72.14894031460896,75.50928224418753,70.3494246761932,72.66921574499656,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,3e-05,128.0,0.0,128.0,72.67847769327088,71.88776310143302,74.70002257390313,69.28315425879644,71.9569799780442,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,5e-05,128.0,0.0,230.4,72.68089394599465,72.29392250500894,76.73810652961538,71.79489667634115,73.6089752369885,5
ku-nlp/roberta-base-japanese-char-wwm,nu-mnli,1e-05,256.0,0.2,345.6,72.69560002996477,72.01998756769306,76.02175430670748,71.35799727076424,73.13324638172159,5
